,Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
15328,506395,COROMANDEL,Coromandel International Ltd,16 Jul 2020,Final Dividend - Rs. - 12.0000,-,18 Jul 2020,24 Jul 2020,13 Jul 2020,16 Jul 2020,-
15329,506076,GRINDWELL,Grindwell Norton Ltd,16 Jul 2020,Dividend - Rs. - 7.5000,-,18 Jul 2020,24 Jul 2020,13 Jul 2020,16 Jul 2020,-
15330,506390,HEUBACHIND,Heubach Colorants India Ltd,16 Jul 2020,Special Dividend - Rs. - 140.0000,18 Jul 2020,-,-,13 Jul 2020,16 Jul 2020,-
15331,532947,IRB,IRB Infrastructure Developers Ltd,16 Jul 2020,Final Dividend - Rs. - 5.0000,17 Jul 2020,-,-,10 Jul 2020,16 Jul 2020,-
15332,500252,LMW,LMW Ltd,16 Jul 2020,Dividend - Rs. - 10.0000,-,18 Jul 2020,24 Jul 2020,13 Jul 2020,16 Jul 2020,-
15333,500520,M&M,Mahindra & Mahindra Ltd,16 Jul 2020,Dividend - Rs. - 2.3500,-,18 Jul 2020,07 Aug 2020,13 Jul 2020,16 Jul 2020,-
15334,500302,PEL,Piramal Enterprises Ltd,16 Jul 2020,Final Dividend - Rs. - 14.0000,-,18 Jul 2020,30 Jul 2020,13 Jul 2020,16 Jul 2020,-
15335,519091,TASTYBITE,Tasty Bite Eatables Ltd,16 Jul 2020,Final Dividend - Rs. - 2.0000,-,18 Jul 2020,06 Aug 2020,13 Jul 2020,16 Jul 2020,-
15336,532540,TCS,Tata Consultancy Services Ltd,16 Jul 2020,Interim Dividend - Rs. - 5.0000,17 Jul 2020,-,-,10 Jul 2020,16 Jul 2020,-
15337,500660,GLAXO,GlaxoSmithKline Pharmaceuticals Ltd,17 Jul 2020,Final Dividend - Rs. - 20.0000,20 Jul 2020,-,-,13 Jul 2020,17 Jul 2020,-
15338,500660,GLAXO,GlaxoSmithKline Pharmaceuticals Ltd,17 Jul 2020,Special Dividend - Rs. - 20.0000,20 Jul 2020,-,-,13 Jul 2020,17 Jul 2020,-
15339,500850,INDHOTEL,Indian Hotels Company Ltd,17 Jul 2020,Final Dividend - Rs. - 0.5000,-,21 Jul 2020,27 Jul 2020,14 Jul 2020,20 Jul 2020,-
15340,540900,NEWGEN,Newgen Software Technologies Ltd,20 Jul 2020,Final Dividend - Rs. - 2.0000,21 Jul 2020,-,-,14 Jul 2020,20 Jul 2020,-
15341,500314,ORIENTHOT,Oriental Hotels Ltd,20 Jul 2020,Final Dividend - Rs. - 0.2000,-,22 Jul 2020,28 Jul 2020,15 Jul 2020,21 Jul 2020,-
15342,509966,VSTIND,VST Industries Ltd,20 Jul 2020,Final Dividend - Rs. - 103.0000,-,22 Jul 2020,29 Jul 2020,15 Jul 2020,21 Jul 2020,-
15343,541269,CHEMFAB,Chemfab Alkalis Ltd,21 Jul 2020,Final Dividend - Rs. - 1.2500,-,23 Jul 2020,29 Jul 2020,16 Jul 2020,22 Jul 2020,-
15344,509675,HIL,HIL Ltd,21 Jul 2020,Final Dividend - Rs. - 10.0000,-,23 Jul 2020,29 Jul 2020,16 Jul 2020,22 Jul 2020,-
15345,532156,VAIBHAVGBL,Vaibhav Global Ltd,21 Jul 2020,Final Dividend - Rs. - 7.0000,-,23 Jul 2020,23 Jul 2020,16 Jul 2020,22 Jul 2020,-
15346,500042,BASF,BASF India Ltd,22 Jul 2020,Dividend - Rs. - 3.0000,-,24 Jul 2020,30 Jul 2020,17 Jul 2020,23 Jul 2020,-
15347,540743,GODREJAGRO,Godrej Agrovet Ltd,22 Jul 2020,Final Dividend - Rs. - 5.5000,-,24 Jul 2020,30 Jul 2020,17 Jul 2020,23 Jul 2020,-
15348,521016,ICIL,Indo Count Industries Ltd,22 Jul 2020,Final Dividend - Rs. - 0.6000,23 Jul 2020,-,-,16 Jul 2020,22 Jul 2020,-
15349,523301,TCPLPACK,TCPL Packaging Ltd,22 Jul 2020,Dividend - Rs. - 4.0000,-,24 Jul 2020,30 Jul 2020,17 Jul 2020,23 Jul 2020,-
15350,590073,WHEELS,Wheels India Ltd,22 Jul 2020,Final Dividend - Rs. - 2.6500,-,24 Jul 2020,30 Jul 2020,17 Jul 2020,23 Jul 2020,-
15351,530499,AKCAPIT,AK Capital Services Ltd,23 Jul 2020,Final Dividend - Rs. - 1.0000,24 Jul 2020,-,-,17 Jul 2020,23 Jul 2020,-
15352,500820,ASIANPAINT,Asian Paints Ltd,23 Jul 2020,Final Dividend - Rs. - 1.5000,-,25 Jul 2020,05 Aug 2020,20 Jul 2020,23 Jul 2020,-
15353,531595,CGCL,Capri Global Capital Ltd,23 Jul 2020,Dividend - Rs. - 0.2000,-,25 Jul 2020,31 Jul 2020,20 Jul 2020,23 Jul 2020,-
15354,532281,HCLTECH,HCL Technologies Ltd,23 Jul 2020,Interim Dividend - Rs. - 2.0000,25 Jul 2020,-,-,20 Jul 2020,23 Jul 2020,-
15355,540768,MAHLOG,Mahindra Logistics Ltd,23 Jul 2020,Final Dividend - Rs. - 1.5000,-,25 Jul 2020,30 Jul 2020,20 Jul 2020,23 Jul 2020,-
15356,535754,ORIENTCEM,Orient Cement Ltd,23 Jul 2020,Final Dividend - Rs. - 0.7500,-,25 Jul 2020,31 Jul 2020,20 Jul 2020,23 Jul 2020,-
15357,532784,SOBHA,Sobha Ltd,23 Jul 2020,Dividend - Rs. - 7.0000,-,25 Jul 2020,25 Jul 2020,20 Jul 2020,23 Jul 2020,-
15358,512527,SUPER,Super Sales India Ltd,23 Jul 2020,Final Dividend - Rs. - 2.5000,-,25 Jul 2020,30 Jul 2020,20 Jul 2020,23 Jul 2020,-
15359,532755,TECHM,Tech Mahindra Ltd,23 Jul 2020,Final Dividend - Rs. - 5.0000,-,25 Jul 2020,28 Jul 2020,20 Jul 2020,23 Jul 2020,-
15360,522113,TIMKEN,Timken India Ltd,23 Jul 2020,Final Dividend - Rs. - 50.0000,-,25 Jul 2020,20 Aug 2020,20 Jul 2020,23 Jul 2020,-
15361,532742,PAUSHAKLTD,Paushak Ltd,24 Jul 2020,Final Dividend - Rs. - 6.0000,-,28 Jul 2020,04 Aug 2020,21 Jul 2020,27 Jul 2020,-
15362,506605,POLYCHEM,Polychem Ltd,24 Jul 2020,Dividend - Rs. - 12.5000,-,28 Jul 2020,04 Aug 2020,21 Jul 2020,27 Jul 2020,-
15363,532531,STAR,Strides Pharma Science Ltd,24 Jul 2020,Final Dividend - Rs. - 2.0000,27 Jul 2020,-,-,20 Jul 2020,24 Jul 2020,-
15364,500251,TRENT,Trent Ltd,24 Jul 2020,Dividend - Rs. - 1.0000,-,28 Jul 2020,30 Jul 2020,21 Jul 2020,27 Jul 2020,-
15365,506285,BAYERCROP,Bayer CropScience Ltd,27 Jul 2020,Final Dividend - Rs. - 25.0000,-,29 Jul 2020,07 Aug 2020,22 Jul 2020,28 Jul 2020,-
15366,506532,NITTAGELA,Nitta Gelatin India Ltd,27 Jul 2020,Dividend - Rs. - 2.5000,-,29 Jul 2020,04 Aug 2020,22 Jul 2020,28 Jul 2020,-
15367,532482,GRANULES,Granules India Ltd,28 Jul 2020,Interim Dividend - Rs. - 0.2500,29 Jul 2020,-,-,22 Jul 2020,28 Jul 2020,-
15368,531531,HATSUN,Hatsun Agro Product Ltd,28 Jul 2020,Special Dividend - Rs. - 4.0000,29 Jul 2020,-,-,22 Jul 2020,28 Jul 2020,-
15369,531531,HATSUN,Hatsun Agro Product Ltd,28 Jul 2020,Interim Dividend - Rs. - 4.0000,29 Jul 2020,-,-,22 Jul 2020,28 Jul 2020,-
15370,523754,MAHEPC,Mahindra EPC Irrigation Ltd,28 Jul 2020,Dividend - Rs. - 1.2000,-,30 Jul 2020,03 Aug 2020,23 Jul 2020,29 Jul 2020,-
15371,532987,RBL,Rane Brake Lining Ltd,28 Jul 2020,Final Dividend - Rs. - 11.0000,29 Jul 2020,-,-,22 Jul 2020,28 Jul 2020,-
15372,502450,SESHAPAPER,Seshasayee Paper and Boards Ltd,28 Jul 2020,Special Dividend - Rs. - 0.5000,-,30 Jul 2020,08 Aug 2020,23 Jul 2020,29 Jul 2020,-
15373,502450,SESHAPAPER,Seshasayee Paper and Boards Ltd,28 Jul 2020,Dividend - Rs. - 3.5000,-,30 Jul 2020,08 Aug 2020,23 Jul 2020,29 Jul 2020,-
15374,541540,SOLARA,Solara Active Pharma Sciences Ltd,28 Jul 2020,Dividend - Rs. - 2.0000,-,30 Jul 2020,04 Aug 2020,23 Jul 2020,29 Jul 2020,-
15375,506235,ALEMBICLTD,Alembic Ltd,29 Jul 2020,Final Dividend - Rs. - 0.6000,-,31 Jul 2020,07 Aug 2020,24 Jul 2020,30 Jul 2020,-
15376,500043,BATAINDIA,Bata India Ltd,29 Jul 2020,Dividend - Rs. - 4.0000,-,31 Jul 2020,06 Aug 2020,24 Jul 2020,30 Jul 2020,-
15377,507488,GMBREW,GM Breweries Ltd,29 Jul 2020,Final Dividend - Rs. - 3.0000,-,31 Jul 2020,06 Aug 2020,24 Jul 2020,30 Jul 2020,-
15378,533248,GPPL,Gujarat Pipavav Port Ltd,29 Jul 2020,Final Dividend - Rs. - 3.5000,-,31 Jul 2020,06 Aug 2020,24 Jul 2020,30 Jul 2020,-
15379,523160,MORGANITE,Morganite Crucible India Ltd,29 Jul 2020,Final Dividend - Rs. - 16.0000,-,31 Jul 2020,06 Aug 2020,24 Jul 2020,30 Jul 2020,-
15380,500672,NOVARTIND,Novartis India Ltd,29 Jul 2020,Final Dividend - Rs. - 10.0000,-,31 Jul 2020,07 Aug 2020,24 Jul 2020,30 Jul 2020,-
15381,532538,ULTRACEMCO,UltraTech Cement Ltd,29 Jul 2020,Final Dividend - Rs. - 13.0000,-,31 Jul 2020,12 Aug 2020,24 Jul 2020,30 Jul 2020,-
15382,530999,BALAMINES,Balaji Amines Ltd,30 Jul 2020,Final Dividend - Rs. - 0.6000,-,01 Aug 2020,08 Aug 2020,27 Jul 2020,30 Jul 2020,-
15383,501430,BOMBCYC,Bombay Cycle & Motor Agency Ltd,30 Jul 2020,Final Dividend - Rs. - 5.0000,31 Jul 2020,-,-,24 Jul 2020,30 Jul 2020,-
15384,500280,CENTENKA,Century Enka Ltd,30 Jul 2020,Dividend - Rs. - 8.0000,-,03 Aug 2020,05 Aug 2020,27 Jul 2020,31 Jul 2020,-
15385,500135,EPL,EPL Ltd,30 Jul 2020,Final Dividend - Rs. - 2.0500,31 Jul 2020,-,-,24 Jul 2020,30 Jul 2020,-
15386,505714,GABRIEL,Gabriel India Ltd,30 Jul 2020,Final Dividend - Rs. - 0.8500,-,01 Aug 2020,07 Aug 2020,27 Jul 2020,30 Jul 2020,-
15387,500182,HEROMOTOCO,Hero MotoCorp Ltd,30 Jul 2020,Final Dividend - Rs. - 25.0000,-,03 Aug 2020,12 Aug 2020,27 Jul 2020,31 Jul 2020,-
15388,500696,HINDUNILVR,Hindustan Unilever Ltd,30 Jul 2020,Special Dividend - Rs. - 9.5000,31 Jul 2020,-,-,24 Jul 2020,30 Jul 2020,-
15389,507794,KHAICHEM,Khaitan Chemicals & Fertilizers Ltd,30 Jul 2020,Dividend - Rs. - 0.2000,-,01 Aug 2020,07 Aug 2020,27 Jul 2020,30 Jul 2020,-
15390,526423,KRITI,Kriti Industries India Ltd,30 Jul 2020,Final Dividend - Rs. - 0.1500,-,02 Aug 2020,08 Aug 2020,27 Jul 2020,30 Jul 2020,-
15391,533210,KRITINUT,Kriti Nutrients Ltd,30 Jul 2020,Dividend - Rs. - 0.1800,-,02 Aug 2020,08 Aug 2020,27 Jul 2020,30 Jul 2020,-
15392,532937,KUANTUM,Kuantum Papers Ltd,30 Jul 2020,Dividend - Rs. - 2.5000,-,01 Aug 2020,07 Aug 2020,27 Jul 2020,30 Jul 2020,-
15393,540704,MATRIMONY,Matrimony.com Ltd,30 Jul 2020,Special Dividend - Rs. - 2.0000,31 Jul 2020,-,-,24 Jul 2020,30 Jul 2020,-
15394,540704,MATRIMONY,Matrimony.com Ltd,30 Jul 2020,Final Dividend - Rs. - 1.5000,31 Jul 2020,-,-,24 Jul 2020,30 Jul 2020,-
15395,541301,ORIENTELEC,Orient Electric Ltd,30 Jul 2020,Final Dividend - Rs. - 0.5000,-,01 Aug 2020,07 Aug 2020,27 Jul 2020,30 Jul 2020,-
15396,523708,EIMCOELECO,Eimco Elecon (India) Ltd,31 Jul 2020,Dividend - Rs. - 5.0000,-,04 Aug 2020,10 Aug 2020,28 Jul 2020,03 Aug 2020,-
15397,500530,BOSCHLTD,Bosch Ltd,03 Aug 2020,Final Dividend - Rs. - 105.0000,-,05 Aug 2020,27 Aug 2020,29 Jul 2020,04 Aug 2020,-
15398,500068,DISAQ,Disa India Ltd,03 Aug 2020,Final Dividend - Rs. - 2.5000,-,05 Aug 2020,12 Aug 2020,29 Jul 2020,04 Aug 2020,-
15399,541179,ISEC,ICICI Securities Ltd,03 Aug 2020,Final Dividend - Rs. - 6.7500,-,05 Aug 2020,11 Aug 2020,29 Jul 2020,04 Aug 2020,-
15400,504084,KAYCEEI,Kaycee Industries Ltd,03 Aug 2020,Final Dividend - Rs. - 30.0000,04 Aug 2020,-,-,28 Jul 2020,03 Aug 2020,-
15401,500257,LUPIN,Lupin Ltd,03 Aug 2020,Final Dividend - Rs. - 6.0000,-,05 Aug 2020,12 Aug 2020,29 Jul 2020,04 Aug 2020,-
15402,532163,SAREGAMA,Saregama India Ltd,03 Aug 2020,Final Dividend - Rs. - 1.5000,-,05 Aug 2020,11 Aug 2020,29 Jul 2020,04 Aug 2020,-
15403,500114,TITAN,Titan Company Ltd,03 Aug 2020,Dividend - Rs. - 4.0000,-,05 Aug 2020,11 Aug 2020,29 Jul 2020,04 Aug 2020,-
15404,500092,CRISIL,CRISIL Ltd,04 Aug 2020,Interim Dividend - Rs. - 6.0000,05 Aug 2020,-,-,29 Jul 2020,04 Aug 2020,-
15405,533148,JSWENERGY,JSW Energy Ltd,04 Aug 2020,Final Dividend - Rs. - 1.0000,-,06 Aug 2020,13 Aug 2020,30 Jul 2020,05 Aug 2020,-
15406,506528,KELENRG,KELTECH Energies Ltd,04 Aug 2020,Final Dividend - Rs. - 1.5000,-,06 Aug 2020,12 Aug 2020,30 Jul 2020,05 Aug 2020,-
15407,504112,NELCO,Nelco Ltd,04 Aug 2020,Dividend - Rs. - 1.2000,-,06 Aug 2020,13 Aug 2020,30 Jul 2020,05 Aug 2020,-
15408,539354,POLYSPIN,Polyspin Exports Ltd,04 Aug 2020,Final Dividend - Rs. - 0.6000,05 Aug 2020,-,-,29 Jul 2020,04 Aug 2020,-
15409,509472,CRAVATEX,Cravatex Ltd,05 Aug 2020,Final Dividend - Rs. - 1.0000,-,07 Aug 2020,13 Aug 2020,31 Jul 2020,06 Aug 2020,-
15410,500168,GOODYEAR,Goodyear India Ltd,05 Aug 2020,Final Dividend - Rs. - 13.0000,-,07 Aug 2020,13 Aug 2020,31 Jul 2020,06 Aug 2020,-
15411,532482,GRANULES,Granules India Ltd,05 Aug 2020,Final Dividend - Rs. - 0.2500,-,07 Aug 2020,13 Aug 2020,31 Jul 2020,06 Aug 2020,-
15412,534816,INDUSTOWER,Indus Towers Ltd,05 Aug 2020,Interim Dividend - Rs. - 2.3000,06 Aug 2020,-,-,30 Jul 2020,05 Aug 2020,-
15413,500510,LT,Larsen & Toubro Ltd,05 Aug 2020,Final Dividend - Rs. - 8.0000,-,07 Aug 2020,13 Aug 2020,31 Jul 2020,06 Aug 2020,-
15414,531201,SHILCTECH,Shilchar Technologies Ltd,05 Aug 2020,Dividend - Rs. - 1.0000,-,07 Aug 2020,14 Aug 2020,31 Jul 2020,06 Aug 2020,-
15415,533101,SURYAAMBA,Suryaamba Spinning Mills Ltd,05 Aug 2020,Final Dividend - Rs. - 0.6000,-,07 Aug 2020,13 Aug 2020,31 Jul 2020,06 Aug 2020,-
15416,500575,VOLTAS,Voltas Ltd,05 Aug 2020,Dividend - Rs. - 4.0000,-,07 Aug 2020,21 Aug 2020,31 Jul 2020,06 Aug 2020,-
15417,506767,ALKYLAMINE,Alkyl Amines Chemicals Ltd,06 Aug 2020,Dividend - Rs. - 10.0000,-,08 Aug 2020,14 Aug 2020,03 Aug 2020,06 Aug 2020,-
15418,542057,BCPL,BCPL Railway Infrastructure Ltd,06 Aug 2020,Final Dividend - Rs. - 0.2000,-,08 Aug 2020,14 Aug 2020,03 Aug 2020,06 Aug 2020,-
15419,532454,BHARTIARTL,Bharti Airtel Ltd,06 Aug 2020,Final Dividend - Rs. - 2.0000,07 Aug 2020,-,-,31 Jul 2020,06 Aug 2020,-
15420,505255,GMMPFAUDLR,GMM Pfaudler Ltd,06 Aug 2020,Interim Dividend - Rs. - 1.0000,07 Aug 2020,-,-,31 Jul 2020,06 Aug 2020,-
15421,504258,LAKSELEC,Lakshmi Electrical Control Systems Ltd,06 Aug 2020,Dividend - Rs. - 0.5000,-,08 Aug 2020,14 Aug 2020,03 Aug 2020,06 Aug 2020,-
15422,524774,NGLFINE,NGL Fine Chem Ltd,06 Aug 2020,Final Dividend - Rs. - 1.7500,07 Aug 2020,-,-,31 Jul 2020,06 Aug 2020,-
15423,516030,PAKKA,Pakka Ltd,06 Aug 2020,Final Dividend - Rs. - 1.0000,07 Aug 2020,-,-,31 Jul 2020,06 Aug 2020,-
15424,505800,RANEHOLDIN,Rane Holdings Ltd,06 Aug 2020,Final Dividend - Rs. - 4.0000,07 Aug 2020,-,-,31 Jul 2020,06 Aug 2020,-
15425,503806,SRF,SRF Ltd,06 Aug 2020,Interim Dividend - Rs. - 5.0000,07 Aug 2020,-,-,31 Jul 2020,06 Aug 2020,-
15426,513517,STEELCAS,Steelcast Ltd,06 Aug 2020,Final Dividend - Rs. - 0.6000,-,08 Aug 2020,14 Aug 2020,03 Aug 2020,06 Aug 2020,-
15427,524542,SUKHJITS,Sukhjit Starch & Chemicals Ltd,06 Aug 2020,Dividend - Rs. - 2.0000,-,08 Aug 2020,13 Aug 2020,03 Aug 2020,06 Aug 2020,-
15428,500470,TATASTEEL,Tata Steel Ltd,06 Aug 2020,Final Dividend - Rs. - 10.0000,-,08 Aug 2020,20 Aug 2020,03 Aug 2020,06 Aug 2020,-
15429,516072,VISHNU,Vishnu Chemicals Ltd,06 Aug 2020,Dividend - Rs. - 1.0000,-,08 Aug 2020,14 Aug 2020,03 Aug 2020,06 Aug 2020,-
15430,532144,WELCORP,Welspun Corp Ltd,06 Aug 2020,Dividend - Rs. - 0.5000,07 Aug 2020,-,-,31 Jul 2020,06 Aug 2020,-
15431,500238,WHIRLPOOL,Whirlpool of India Ltd,06 Aug 2020,Final Dividend - Rs. - 5.0000,-,08 Aug 2020,21 Aug 2020,03 Aug 2020,06 Aug 2020,-
15432,540395,CHEMCRUX,Chemcrux Enterprises Ltd,07 Aug 2020,Final Dividend - Rs. - 1.0000,10 Aug 2020,-,-,03 Aug 2020,07 Aug 2020,-
15433,532456,COMPINFO,Compuage Infocom Ltd,07 Aug 2020,Dividend - Rs. - 0.2000,-,11 Aug 2020,18 Aug 2020,04 Aug 2020,10 Aug 2020,-
15434,532504,NAVINFLUOR,Navin Fluorine International Ltd,07 Aug 2020,Final Dividend - Rs. - 3.0000,-,11 Aug 2020,14 Aug 2020,04 Aug 2020,10 Aug 2020,-
15435,534076,RHIM,Rhi Magnesita India Ltd,07 Aug 2020,Final Dividend - Rs. - 2.5000,-,11 Aug 2020,18 Aug 2020,04 Aug 2020,10 Aug 2020,-
15436,539523,ALKEM,Alkem Laboratories Ltd,10 Aug 2020,Final Dividend - Rs. - 3.0000,11 Aug 2020,-,-,04 Aug 2020,10 Aug 2020,-
15437,523716,ASHIANA,Ashiana Housing Ltd,10 Aug 2020,Final Dividend - Rs. - 0.3000,-,12 Aug 2020,18 Aug 2020,05 Aug 2020,11 Aug 2020,-
15438,517174,HONAUT,Honeywell Automation India Ltd,10 Aug 2020,Final Dividend - Rs. - 75.0000,11 Aug 2020,-,-,04 Aug 2020,10 Aug 2020,-
15439,504212,UNIVCABLES,Universal Cables Ltd,10 Aug 2020,Final Dividend - Rs. - 2.0000,-,12 Aug 2020,18 Aug 2020,05 Aug 2020,11 Aug 2020,-
15440,517015,VINDHYATEL,Vindhya Telelinks Ltd,10 Aug 2020,Dividend - Rs. - 10.0000,-,12 Aug 2020,18 Aug 2020,05 Aug 2020,11 Aug 2020,-
15441,500215,ATFL,Agro Tech Foods Ltd,11 Aug 2020,Final Dividend - Rs. - 3.0000,-,13 Aug 2020,20 Aug 2020,06 Aug 2020,12 Aug 2020,-
15442,531209,NUCLEUS,Nucleus Software Exports Ltd,11 Aug 2020,Interim Dividend - Rs. - 3.0000,12 Aug 2020,-,-,05 Aug 2020,11 Aug 2020,-
15443,506579,OCCL,Oriental Carbon & Chemicals Ltd,11 Aug 2020,Final Dividend - Rs. - 6.0000,-,13 Aug 2020,18 Aug 2020,06 Aug 2020,12 Aug 2020,-
15444,532460,PONNIERODE,Ponni Sugars (Erode) Ltd,11 Aug 2020,Dividend - Rs. - 4.0000,-,13 Aug 2020,19 Aug 2020,06 Aug 2020,12 Aug 2020,-
15445,505010,AUTOAXLES,Automotive Axles Ltd,12 Aug 2020,Final Dividend - Rs. - 0.8000,-,14 Aug 2020,19 Aug 2020,07 Aug 2020,13 Aug 2020,-
15446,524654,NATCAPSUQ,Natural Capsules Ltd,12 Aug 2020,Dividend - Rs. - 0.6000,-,14 Aug 2020,21 Aug 2020,07 Aug 2020,13 Aug 2020,-
15447,518091,APCL,Anjani Portland Cement Ltd,13 Aug 2020,Dividend - Rs. - 5.0000,-,15 Aug 2020,21 Aug 2020,10 Aug 2020,13 Aug 2020,-
15448,507944,BAJAJST,Bajaj Steel Industries Ltd,13 Aug 2020,Final Dividend - Rs. - 2.0000,-,15 Aug 2020,22 Aug 2020,10 Aug 2020,13 Aug 2020,-
15449,532400,BSOFT,Birlasoft Ltd,13 Aug 2020,Final Dividend - Rs. - 1.0000,14 Aug 2020,-,-,07 Aug 2020,13 Aug 2020,-
15450,500096,DABUR,Dabur India Ltd,13 Aug 2020,Final Dividend - Rs. - 1.6000,-,17 Aug 2020,21 Aug 2020,10 Aug 2020,14 Aug 2020,-
15451,540596,ERIS,Eris Lifesciences Ltd,13 Aug 2020,Interim Dividend - Rs. - 5.5000,14 Aug 2020,-,-,07 Aug 2020,13 Aug 2020,-
15452,500495,ESCORTS,Escorts Kubota Ltd,13 Aug 2020,Final Dividend - Rs. - 2.5000,-,15 Aug 2020,24 Aug 2020,10 Aug 2020,13 Aug 2020,-
15453,533761,GPTINFRA,GPT Infraprojects Ltd,13 Aug 2020,Final Dividend - Rs. - 1.5000,-,15 Aug 2020,21 Aug 2020,10 Aug 2020,13 Aug 2020,-
15454,532500,MARUTI,Maruti Suzuki India Ltd,13 Aug 2020,Final Dividend - Rs. - 60.0000,-,15 Aug 2020,26 Aug 2020,10 Aug 2020,13 Aug 2020,-
15455,532555,NTPC,NTPC Ltd,13 Aug 2020,Final Dividend - Rs. - 2.6500,14 Aug 2020,-,-,07 Aug 2020,13 Aug 2020,-
15456,517506,TTKPRESTIG,TTK Prestige Ltd,13 Aug 2020,Dividend - Rs. - 20.0000,-,15 Aug 2020,15 Aug 2020,10 Aug 2020,13 Aug 2020,-
15457,500040,ABREL,Aditya Birla Real Estate Ltd,14 Aug 2020,Dividend - Rs. - 3.0000,-,18 Aug 2020,25 Aug 2020,11 Aug 2020,17 Aug 2020,-
15458,526433,ASMTEC,ASM Technologies Ltd,14 Aug 2020,Interim Dividend - Rs. - 2.0000,17 Aug 2020,-,-,10 Aug 2020,14 Aug 2020,-
15459,508486,HAWKINCOOK,Hawkins Cookers Ltd,14 Aug 2020,Interim Dividend - Rs. - 80.0000,17 Aug 2020,-,-,10 Aug 2020,14 Aug 2020,-
15460,540180,VBL,Varun Beverages Ltd,14 Aug 2020,Interim Dividend - Rs. - 2.5000,17 Aug 2020,-,-,10 Aug 2020,14 Aug 2020,-
15461,500335,BIRLACORPN,Birla Corporation Ltd,17 Aug 2020,Dividend - Rs. - 7.5000,-,19 Aug 2020,25 Aug 2020,12 Aug 2020,18 Aug 2020,-
15462,500480,CUMMINSIND,Cummins India Ltd,17 Aug 2020,Final Dividend - Rs. - 7.0000,18 Aug 2020,-,-,11 Aug 2020,17 Aug 2020,-
15463,506390,HEUBACHIND,Heubach Colorants India Ltd,17 Aug 2020,Final Dividend - Rs. - 11.0000,-,19 Aug 2020,20 Aug 2020,12 Aug 2020,18 Aug 2020,-
15464,500298,NAPEROL,Naperol Investments Ltd,17 Aug 2020,Dividend - Rs. - 12.5000,-,19 Aug 2020,25 Aug 2020,12 Aug 2020,18 Aug 2020,-
15465,511196,CANFINHOME,Can Fin Homes Ltd,18 Aug 2020,Dividend - Rs. - 2.0000,-,20 Aug 2020,26 Aug 2020,13 Aug 2020,19 Aug 2020,-
15466,500199,IGPL,IG Petrochemicals Ltd,18 Aug 2020,Final Dividend - Rs. - 2.0000,-,20 Aug 2020,21 Aug 2020,13 Aug 2020,19 Aug 2020,-
15467,532478,UBL,United Breweries Ltd,18 Aug 2020,Final Dividend - Rs. - 2.5000,-,20 Aug 2020,26 Aug 2020,13 Aug 2020,19 Aug 2020,-
15468,523411,ADCINDIA,ADC India Communications Ltd,19 Aug 2020,Dividend - Rs. - 2.0000,-,21 Aug 2020,27 Aug 2020,14 Aug 2020,20 Aug 2020,-
15469,524828,BDH,BDH Industries Ltd,19 Aug 2020,Final Dividend - Rs. - 2.5000,-,21 Aug 2020,27 Aug 2020,14 Aug 2020,20 Aug 2020,-
15470,500147,COCKERILL,John Cockerill India Ltd,19 Aug 2020,Final Dividend - Rs. - 5.0000,-,21 Aug 2020,27 Aug 2020,14 Aug 2020,20 Aug 2020,-
15471,508906,EVERESTIND,Everest Industries Ltd,19 Aug 2020,Final Dividend - Rs. - 1.0000,20 Aug 2020,-,-,13 Aug 2020,19 Aug 2020,-
15472,505255,GMMPFAUDLR,GMM Pfaudler Ltd,19 Aug 2020,Final Dividend - Rs. - 2.0000,-,21 Aug 2020,27 Aug 2020,14 Aug 2020,20 Aug 2020,-
15473,540602,GTPL,GTPL Hathway Ltd,19 Aug 2020,Final Dividend - Rs. - 3.0000,-,21 Aug 2020,28 Aug 2020,14 Aug 2020,20 Aug 2020,-
15474,519552,HERITGFOOD,Heritage Foods Ltd,19 Aug 2020,Dividend - Rs. - 2.5000,-,21 Aug 2020,28 Aug 2020,14 Aug 2020,20 Aug 2020,-
15475,532796,LUMAXTECH,Lumax Auto Technologies Ltd,19 Aug 2020,Final Dividend - Rs. - 1.0000,-,21 Aug 2020,28 Aug 2020,14 Aug 2020,20 Aug 2020,-
15476,502420,ORIENTPPR,Orient Paper & Industries Ltd,19 Aug 2020,Dividend - Rs. - 0.5000,-,21 Aug 2020,27 Aug 2020,14 Aug 2020,20 Aug 2020,-
15477,541556,RITES,RITES Ltd,19 Aug 2020,Final Dividend - Rs. - 6.0000,-,21 Aug 2020,28 Aug 2020,14 Aug 2020,20 Aug 2020,-
15478,523023,SINCLAIR,Sinclairs Hotels Ltd,19 Aug 2020,Final Dividend - Rs. - 0.8000,-,21 Aug 2020,27 Aug 2020,14 Aug 2020,20 Aug 2020,-
15479,524715,SUNPHARMA,Sun Pharmaceutical Industries Ltd,19 Aug 2020,Final Dividend - Rs. - 1.0000,-,21 Aug 2020,27 Aug 2020,14 Aug 2020,20 Aug 2020,-
15480,512070,UPL,UPL Ltd,19 Aug 2020,Dividend - Rs. - 6.0000,-,21 Aug 2020,31 Aug 2020,14 Aug 2020,20 Aug 2020,-
